recordings with the correct label but longer than 1 are:                                                                   sequence_num labels  length_s
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_018           C2  0.098685
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C5_044           C5  0.532245
                        C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy_C2_024           C2  0.130522
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_038           C3  0.073968
                 C1-2_file_1_145_(2013_06_10-13_53_53)_BSWMUW29297 - Copy - Copy_C3_004           C3  0.235102
          C1-2_file_1_410_(2013_06_11-05_41_36)_BSWMUW29297 - Copy - Copy - Copy_C2_022           C2  0.081315
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_079           C3  0.202268
        C1-2_file_1_268_(2013_06_10-19_18_28)_BSWMUW29297 - Copy - Copy - Copy_GWHS_005         GWHS  0.171882
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_017           C3  0.174150
                C1-2_file_1_473_(2013_06_11-07_28_13)_BSWMUW29297 - Copy - Copy_GWS_009          GWS  0.206077
        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWHS_007         GWHS  0.226712
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_046           C3  0.159592
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C3_059           C3  0.201497
                 C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy - Copy_C2_008           C2  0.074966
                        C1-2_file_1_592_(2013_06_11-12_28_33)_BSWMUW29297 - Copy_C3_011           C3  0.171247
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_040           C3  0.240680
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C5_032           C5  0.329932
                       C1-2_file_1_888_(2013_06_12-08_04_38)_BSWMUW29297 - Copy_C10_001          C10  0.589206
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_037           C3  0.182812
                 C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_C4_149           C4  0.191474
                        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_C3_139           C3  0.163719
                 C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy_C2_024           C2  0.130522
                      C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_GWHS_048         GWHS  0.319274
                     C1-2_file_1_1121_(2013_06_12-17_16_29)_BSWMUW29297 - Copy_HTC2_005         HTC2  0.725624
          C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy - Copy_C3_042           C3  0.079320
                C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_GW2_019          GW2  0.388889
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C4_065           C4  0.152426
                       C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_GWS_039          GWS  0.403719
                      C1-2_file_1_490_(2013_06_11-08_06_33)_BSWMUW29297 - Copy_GWHM_002         GWHM  0.377324
         C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_GW3_005          GW3  0.536054
                        C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy_C3_009           C3  0.259501
                        C1-2_file_1_473_(2013_06_11-07_28_13)_BSWMUW29297 - Copy_C3_008           C3  0.705351
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C3_029           C3  0.225170
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C4_021           C4  0.322222
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C5_044           C5  0.336327
          C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy - Copy_C5_010           C5  0.263447
         C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_GWS_024          GWS  0.628571
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_018           C3  0.150023
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_021           C3  0.281361
          C1-2_file_1_432_(2013_06_11-06_12_51)_BSWMUW29297 - Copy - Copy - Copy_C4_007           C4  0.326576
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C4_064           C4  0.368617
          C1-2_file_1_579_(2013_06_11-11_06_29)_BSWMUW29297 - Copy - Copy - Copy_C3_042           C3  0.182358
          C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy - Copy_C3_078           C3  0.120000
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_013           C2  0.052200
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C2_040           C2  0.069887
                        C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy_C3_013           C3  0.155737
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C3_014           C3  0.228299
                        C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy_C5_022           C5  0.339501
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_022           C3  0.175102
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_017           C3  0.174150
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_035           C2  0.087211
                        C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy_C5_034           C5  0.278594
                 C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy_C3_036           C3  0.163492
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_075           C3  0.180091
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_040           C3  0.240680
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C4_049           C4  0.162857
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_062           C2  0.080091
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_005           C2  0.065805
                C1-2_file_1_449_(2013_06_11-06_45_31)_BSWMUW29297 - Copy - Copy_GWS_023          GWS  0.124762
         C1-2_file_1_474_(2013_06_11-07_33_32)_BSWMUW29297 - Copy - Copy - Copy_GW3_035          GW3  0.394739
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C3_028           C3  0.210567
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_023           C3  0.287302
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWS_050          GWS  0.205351
                      C1-2_file_1_483_(2013_06_11-07_53_10)_BSWMUW29297 - Copy_GWHS_090         GWHS  0.223492
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_041           C3  0.242086
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_034           C2  0.100952
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_003           C2  0.061542
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C2_074           C2  0.095782
                       C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_GWS_007          GWS  0.098050
         C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_GW2_104          GW2  0.689433
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C2_016           C2  0.159637
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_023           C3  0.155147
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GW3_134          GW3  0.716871
                 C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_C2_006           C2  0.071746
                        C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy_C3_012           C3  0.153379
                 C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy_C3_021           C3  0.100408
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_035           C3  0.065578
                C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_GWS_015          GWS  0.092880
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C3_042           C3  0.107392
         C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy - Copy_GWS_020          GWS  0.185805
                C1-2_file_1_474_(2013_06_11-07_33_32)_BSWMUW29297 - Copy - Copy_GW3_035          GW3  0.394739
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_035           C3  0.208163
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C2_041           C2  0.149615
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C2_057           C2  0.186485
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_026           C3  0.141859
                       C1-2_file_1_342_(2013_06_11-01_06_06)_BSWMUW29297 - Copy_GW2_002          GW2  0.592608
                      C1-2_file_1_888_(2013_06_12-08_04_38)_BSWMUW29297 - Copy_GWHM_002         GWHM  0.899819
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GW3_134          GW3  0.716871
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_019           C3  0.217778
                        C1-2_file_1_579_(2013_06_11-11_06_29)_BSWMUW29297 - Copy_C3_042           C3  0.182358
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C3_037           C3  0.154240
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C3_059           C3  0.201497
               C1-2_file_1_154_(2013_06_10-14_49_45)_BSWMUW29297 - Copy - Copy_HTC2_058         HTC2  0.914331
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C4_020           C4  0.314512
                 C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy - Copy_C4_002           C4  0.420680
                        C1-2_file_1_407_(2013_06_11-05_39_02)_BSWMUW29297 - Copy_C2_004           C2  0.229297
                        C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy_C3_006           C3  0.239819
          C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_C3_133           C3  0.302222
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWS_050          GWS  0.205351
        C1-2_file_1_483_(2013_06_11-07_53_10)_BSWMUW29297 - Copy - Copy - Copy_GWHS_090         GWHS  0.223492
          C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy - Copy_C5_007           C5  0.411973
          C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy - Copy - Copy_C4_013           C4  0.095011
                C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy_GW3_010          GW3  0.724490
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_018           C2  0.098685
                      C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_GWHS_049         GWHS  0.319320
               C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_GWHS_028         GWHS  0.308571
                        C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_C2_017           C2  0.108345
                 C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy - Copy_C3_004           C3  0.122358
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_041           C3  0.242086
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C5_044           C5  0.336327
                C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy - Copy_GW3_005          GW3  0.268753
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C2_016           C2  0.159637
          C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy - Copy_C3_009           C3  0.259501
          C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy - Copy_C3_016           C3  0.156281
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C4_031           C4  0.186803
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C5_032           C5  0.329932
          C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy - Copy_C2_026           C2  0.103628
          C1-2_file_1_154_(2013_06_10-14_49_45)_BSWMUW29297 - Copy - Copy - Copy_C2_023           C2  0.071610
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C4_065           C4  0.152426
                 C1-2_file_1_403_(2013_06_11-05_35_00)_BSWMUW29297 - Copy - Copy_C5_004           C5  0.776009
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C2_057           C2  0.186485
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C2_033           C2  0.067891
               C1-2_file_1_381_(2013_06_11-05_04_46)_BSWMUW29297 - Copy - Copy_GWHS_001         GWHS  0.161678
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C3_048           C3  0.158141
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_036           C3  0.073696
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_035           C2  0.087211
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C4_049           C4  0.162857
                C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_GWS_004          GWS  0.179592
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_062           C2  0.080091
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C4_022           C4  0.345397
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C3_011           C3  0.092880
                C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy_GWS_019          GWS  0.165442
               C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWHS_190         GWHS  0.197415
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C3_024           C3  0.239773
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_136           C2  0.089116
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C3_014           C3  0.228299
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C2_031           C2  0.092880
                      C1-2_file_1_888_(2013_06_12-08_04_38)_BSWMUW29297 - Copy_GWHS_004         GWHS  0.243810
         C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy - Copy_GW3_010          GW3  0.724490
                 C1-2_file_1_144_(2013_06_10-13_50_53)_BSWMUW29297 - Copy - Copy_C3_016           C3  0.208980
                        C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_C3_040           C3  0.149660
          C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_C3_040           C3  0.149660
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_085           C3  0.252063
                 C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_C3_133           C3  0.302222
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C3_048           C3  0.150476
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_070           C3  0.176689
                     C1-2_file_1_1087_(2013_06_12-16_22_09)_BSWMUW29297 - Copy_HTC4_002         HTC4  0.637551
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWS_041          GWS  0.094014
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C3_014           C3  0.190340
                 C1-2_file_1_557_(2013_06_11-09_58_59)_BSWMUW29297 - Copy - Copy_C3_003           C3  0.074830
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_050           C3  0.166440
                 C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy_C6_011           C6  0.891111
                        C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy_C5_010           C5  0.263447
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWS_041          GWS  0.094014
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWS_042          GWS  0.162540
        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_GWHS_048         GWHS  0.319274
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_046           C3  0.159592
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_032           C3  0.067710
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C3_042           C3  0.107392
               C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_GWHS_048         GWHS  0.319274
                 C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy_C5_010           C5  0.263447
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C2_024           C2  0.071020
                 C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_C2_017           C2  0.108345
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C3_033           C3  0.081043
                        C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy_C3_003           C3  0.214059
          C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_C4_010           C4  0.446259
                        C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_C4_010           C4  0.446259
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C4_021           C4  0.322222
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_046           C3  0.141361
                        C1-2_file_1_465_(2013_06_11-07_21_17)_BSWMUW29297 - Copy_C3_007           C3  0.134875
                        C1-2_file_1_400_(2013_06_11-05_31_00)_BSWMUW29297 - Copy_C2_007           C2  0.145850
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_003           C2  0.061542
                        C1-2_file_1_888_(2013_06_12-08_04_38)_BSWMUW29297 - Copy_C7_003           C7  0.235102
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C5_082           C5  0.248798
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C3_024           C3  0.239773
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C2_053           C2  0.100771
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_013           C2  0.052200
                        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_C3_133           C3  0.302222
          C1-2_file_1_592_(2013_06_11-12_28_33)_BSWMUW29297 - Copy - Copy - Copy_C3_011           C3  0.171247
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C2_031           C2  0.092880
                 C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy - Copy_C4_009           C4  0.200272
                      C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_GWHS_040         GWHS  0.197778
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWS_132          GWS  0.092925
                        C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy_C5_077           C5  0.377959
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_136           C2  0.089116
         C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy - Copy - Copy_GW3_005          GW3  0.268753
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_085           C3  0.252063
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWS_061          GWS  0.110295
                 C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy_C3_013           C3  0.155737
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_035           C2  0.087211
        C1-2_file_1_490_(2013_06_11-08_06_33)_BSWMUW29297 - Copy - Copy - Copy_GWHM_002         GWHM  0.377324
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_070           C3  0.176689
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C4_039           C4  0.534059
                       C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy_GWS_015          GWS  0.347619
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_045           C3  0.229070
         C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_ C3_027           C3  0.188662
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_062           C2  0.080091
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_005           C2  0.065805
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C4_049           C4  0.162857
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C4_081           C4  0.136599
                 C1-2_file_1_592_(2013_06_11-12_28_33)_BSWMUW29297 - Copy - Copy_C3_011           C3  0.171247
                 C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy_C3_092           C3  0.114286
               C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWHS_007         GWHS  0.226712
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C3_034           C3  0.162494
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C5_015           C5  0.658639
          C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy - Copy - Copy_C5_022           C5  0.339501
                        C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_C2_006           C2  0.071746
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_050           C3  0.166440
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWS_061          GWS  0.110295
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C5_032           C5  0.329932
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C3_029           C3  0.225170
                 C1-2_file_1_144_(2013_06_10-13_50_53)_BSWMUW29297 - Copy - Copy_C3_020           C3  0.079410
                        C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy_C2_008           C2  0.074966
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C4_065           C4  0.152426
                 C1-2_file_1_145_(2013_06_10-13_53_53)_BSWMUW29297 - Copy - Copy_C3_002           C3  0.080272
               C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_GWHM_039         GWHM  0.371383
                       C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy_GWS_075          GWS  0.077823
                       C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy_GW3_010          GW3  0.724490
                      C1-2_file_1_154_(2013_06_10-14_49_45)_BSWMUW29297 - Copy_HTC2_058         HTC2  0.914331
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C2_040           C2  0.069887
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C2_028           C2  0.114059
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C5_082           C5  0.248798
          C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy - Copy - Copy_C5_034           C5  0.278594
        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_GWHS_040         GWHS  0.197778
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWS_132          GWS  0.092925
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_046           C3  0.141361
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C4_008           C4  0.182041
         C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_GWS_007          GWS  0.098050
                 C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy - Copy_C3_002           C3  0.152426
          C1-2_file_1_465_(2013_06_11-07_21_17)_BSWMUW29297 - Copy - Copy - Copy_C3_007           C3  0.134875
                C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy_GWS_033          GWS  0.145170
                       C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy_GWS_020          GWS  0.185805
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C2_041           C2  0.149615
                        C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy_C7_002           C7  0.937506
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C5_083           C5  0.481224
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_029           C3  0.075193
