recordings with the correct label but longer than 1 are:                                                    sequence_num labels  length_s
                  H9_file_92_2_(2013_05_26-09_34_48)_BK1MLX126128_C3_002                C3   0.20915
                   H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_GW2_069               GW2   0.54825
                H9_file_89_151_(2013_05_26-06_07_42)_BK1MLX126128_C5_017                C5   0.24320
              H9_file_97_805_(2013_05_29-08_25_23)_BK1MLX126128_GWHS_007              GWHS   0.25460
               H9_file_97_764_(2013_05_29-07_22_04)_BK1MLX126128_GW3_006               GW3   0.49870
               H9_file_97_628_(2013_05_28-19_56_34)_BK1MLX126128_GW2_008               GW2   0.36160
               H9_file_97_446_(2013_05_28-13_08_28)_BK1MLX126128_GW2_010               GW2   0.45255
               H9_file_97_810_(2013_05_29-08_30_00)_BK1MLX126128_GW2_004               GW2   0.57595
                    H9_file_95_(2013_05_26-11_45_47)_BK1MLX126128_C3_016                C3   0.17850
                  H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_GWHS_020              GWHS   0.37670
                  H9_file_23_8_(2013_05_24-06_32_11)_BK1MLX126128_C5_024                C5   0.25135
               H9_file_97_805_(2013_05_29-08_25_23)_BK1MLX126128_GW4_008               GW4   0.58560
                H9_file_89_151_(2013_05_26-06_07_42)_BK1MLX126128_C3_006                C3   0.16005
                H9_file_97_251_(2013_05_28-00_43_43)_BK1MLX126128_C2_029                C2   0.15755
              H9_file_97_932_(2013_05_29-15_20_50)_BK1MLX126128_GWHL_009              GWHL   0.50885
                  H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_GWHM_007              GWHM   0.66565
                    H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_C3_038                C3   0.12475
              H9_file_60_11_(2013_05_25-00_35_55)_BK1MLX126128_CHUKS_004             CHUKS   0.58240
                 H9_file_85_13_(2013_05_25-11_50_09)_BK1MLX126128_Hw_001                Hw   0.30250
                H9_file_97_251_(2013_05_28-00_43_43)_BK1MLX126128_C3_028                C3   0.14715
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C2_042                C2   0.08035
           H9_file_89_117_(2013_05_26-02_49_18)_BK1MLX126128_WHINE11_002           WHINE11   0.81225
                H9_file_97_996_(2013_05_29-18_33_38)_BK1MLX126128_C6_013                C6   0.39680
                   H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_GW2_043               GW2   0.59320
                H9_file_85_14_(2013_05_25-11_50_31)_BK1MLX126128_GW2_016               GW2   0.44030
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C3_037                C3   0.20905
                  H9_file_93_4_(2013_05_26-10_05_18)_BK1MLX126128_Hw_005                Hw   0.40570
               H9_file_97_446_(2013_05_28-13_08_28)_BK1MLX126128_GW2_011               GW2   0.45960
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C5_030                C5   0.47505
               H9_file_97_764_(2013_05_29-07_22_04)_BK1MLX126128_GW2_007               GW2   0.36800
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C5_053                C5   0.23300
                H9_file_97_906_(2013_05_29-13_58_36)_BK1MLX126128_C5_017                C5   0.23680
                 H9_file_96_4_(2013_05_26-12_44_23)_BK1MLX126128_GW3_001               GW3   0.50470
                 H9_file_95_4_(2013_05_26-11_51_25)_BK1MLX126128_GW4_004               GW4   0.79365
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C5_012                C5   0.16890
               H9_file_97_373_(2013_05_28-06_53_21)_BK1MLX126128_GW3_001               GW3   0.33895
               H9_file_97_203_(2013_05_27-21_49_30)_BK1MLX126128_GW2_001               GW2   0.49395
             H9_file_97_684_(2013_05_29-04_36_10)_BK1MLX126128_GWB19_027             GWB19   0.25280
                H9_file_89_161_(2013_05_26-06_12_44)_BK1MLX126128_C5_009                C5   0.38405
               H9_file_97_764_(2013_05_29-07_22_04)_BK1MLX126128_GW2_011               GW2   0.32390
                   H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_GW4_029               GW4   0.80310
           H9_file_89_117_(2013_05_26-02_49_18)_BK1MLX126128_WHINE17_005           WHINE17   0.62920
                    H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_C3_042                C3   0.15680
               H9_file_97_496_(2013_05_28-15_13_15)_BK1MLX126128_GW2_023               GW2   0.50120
                H9_file_97_499_(2013_05_28-15_15_57)_BK1MLX126128_C3_004                C3   0.09920
               H9_file_97_626_(2013_05_28-19_52_44)_BK1MLX126128_GW2_001               GW2   0.36270
                    H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_C3_035                C3   0.11520
                  H9_file_43_3_(2013_05_24-15_05_59)_BK1MLX126128_C4_002                C4   0.22715
          H9_file_60_51_(2013_05_25-05_46_49)_BK1MLX126128 - Copy_C2_003                C2   0.07990
                H9_file_97_666_(2013_05_29-00_30_21)_BK1MLX126128_C4_009                C4   0.49175
                H9_file_97_392_(2013_05_28-07_37_36)_BK1MLX126128_C2_006                C2   0.14365
                  H9_file_95_4_(2013_05_26-11_51_25)_BK1MLX126128_C3_007                C3   0.18575
                H9_file_97_913_(2013_05_29-14_01_48)_BK1MLX126128_C5_050                C5   0.12530
                   H9_file_92_(2013_05_26-09_28_48)_BK1MLX126128_GW5_006               GW5   0.51820
                H9_file_23_38_(2013_05_24-07_17_07)_BK1MLX126128_GW2_006               GW2   0.35840
                H9_file_97_497_(2013_05_28-15_13_56)_BK1MLX126128_C3_004                C3   0.13880
               H9_file_97_223_(2013_05_27-23_24_42)_BK1MLX126128_GW3_001               GW3   0.83200
                H9_file_97_913_(2013_05_29-14_01_48)_BK1MLX126128_C4_007                C4   0.12795
                   H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_GW4_048               GW4   0.80320
                H9_file_97_396_(2013_05_28-07_43_50)_BK1MLX126128_Hw_006                Hw   0.53070
                   H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_GW2_064               GW2   0.58705
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C5_008                C5   0.22475
               H9_file_89_115_(2013_05_26-02_48_12)_BK1MLX126128_CRY_001               CRY   0.04700
               H9_file_89_158_(2013_05_26-06_11_34)_BK1MLX126128_GW2_008               GW2   0.33920
                H9_file_60_12_(2013_05_25-00_37_19)_BK1MLX126128_GW2_003               GW2   0.27520
                 H9_file_95_3_(2013_05_26-11_50_25)_BK1MLX126128_GW2_002               GW2   0.33205
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C3_035                C3   0.14085
               H9_file_89_161_(2013_05_26-06_12_44)_BK1MLX126128_GW2_014               GW2   0.47800
                    H9_file_95_(2013_05_26-11_45_47)_BK1MLX126128_C2_021                C2   0.08670
                    H9_file_90_(2013_05_26-07_53_59)_BK1MLX126128_C5_001                C5   0.15680
                  H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_GWHS_039              GWHS   0.32825
                H9_file_97_377_(2013_05_28-07_10_05)_BK1MLX126128_C3_005                C3   0.11955
                H9_file_60_30_(2013_05_25-04_01_25)_BK1MLX126128_GW3_003               GW3   0.48000
                H9_file_89_148_(2013_05_26-06_05_51)_BK1MLX126128_C5_003                C5   0.18090
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C4_049                C4   0.32970
                  H9_file_95_(2013_05_26-11_45_47)_BK1MLX126128_GWHS_012              GWHS   0.41920
                H9_file_97_251_(2013_05_28-00_43_43)_BK1MLX126128_C2_027                C2   0.07685
                H9_file_97_628_(2013_05_28-19_56_34)_BK1MLX126128_C2_005                C2   0.07065
                 H9_file_60_3_(2013_05_24-22_13_25)_BK1MLX126128_GW2_002               GW2   0.21875
                    H9_file_41_(2013_05_24-13_11_04)_BK1MLX126128_C4_110                C4   0.28540
                 H9_file_89_86_(2013_05_25-19_51_30)_BK1MLX126128_C4_001                C4   0.25420
               H9_file_97_690_(2013_05_29-04_40_35)_BK1MLX126128_GW3_008               GW3   0.52800
               H9_file_97_884_(2013_05_29-13_31_09)_BK1MLX126128_GW2_004               GW2   0.25275
               H9_file_97_628_(2013_05_28-19_56_34)_BK1MLX126128_GW3_010               GW3   0.28800
                H9_file_97_703_(2013_05_29-05_28_09)_BK1MLX126128_C3_017                C3   0.21435
                    H9_file_96_(2013_05_26-12_05_32)_BK1MLX126128_C3_009                C3   0.15035
                H9_file_97_392_(2013_05_28-07_37_36)_BK1MLX126128_C3_005                C3   0.04605
              H9_file_97_628_(2013_05_28-19_56_34)_BK1MLX126128_GWHS_009              GWHS   0.29760
                H9_file_89_148_(2013_05_26-06_05_51)_BK1MLX126128_C2_007                C2   0.09975
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C4_005                C4   0.38420
               H9_file_97_665_(2013_05_29-00_29_52)_BK1MLX126128_GW2_010               GW2   0.30855
                H9_file_89_204_(2013_05_26-06_56_30)_BK1MLX126128_Hw_022                Hw   0.51335
                H9_file_85_14_(2013_05_25-11_50_31)_BK1MLX126128_GW2_019               GW2   0.48965
                H9_file_97_996_(2013_05_29-18_33_38)_BK1MLX126128_C4_015                C4   0.13745
                    H9_file_41_(2013_05_24-13_11_04)_BK1MLX126128_C4_043                C4   0.30360
                 H9_file_85_14_(2013_05_25-11_50_31)_BK1MLX126128_C3_015                C3   0.15365
                H9_file_97_907_(2013_05_29-13_58_59)_BK1MLX126128_C5_006                C5   0.83840
                H9_file_89_151_(2013_05_26-06_07_42)_BK1MLX126128_C5_019                C5   0.17280
                H9_file_97_468_(2013_05_28-14_18_16)_BK1MLX126128_C3_002                C3   0.06395
                 H9_file_92_3_(2013_05_26-09_35_08)_BK1MLX126128_GW6_001               GW6   0.90880
             H9_file_97_677_(2013_05_29-02_24_20)_BK1MLX126128_CHUKS_002             CHUKS   0.58315
                 H9_file_95_3_(2013_05_26-11_50_25)_BK1MLX126128_GW2_017               GW2   0.46875
              H9_file_97_762_(2013_05_29-07_20_32)_BK1MLX126128_GWHS_006              GWHS   0.25930
                H9_file_85_13_(2013_05_25-11_50_09)_BK1MLX126128_GW2_003               GW2   0.37520
               H9_file_97_566_(2013_05_28-17_51_41)_BK1MLX126128_GW2_001               GW2   0.44475
                    H9_file_95_(2013_05_26-11_45_47)_BK1MLX126128_C2_034                C2   0.09300
                    H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_C5_031                C5   0.24315
                 H9_file_23_8_(2013_05_24-06_32_11)_BK1MLX126128_GW2_039               GW2   0.56545
                 H9_file_97_3_(2013_05_27-15_15_47)_BK1MLX126128_GW2_009               GW2   0.33920
                 H9_file_23_38_(2013_05_24-07_17_07)_BK1MLX126128_C3_001                C3   0.14400
                 H9_file_95_3_(2013_05_26-11_50_25)_BK1MLX126128_GW3_001               GW3   0.72940
                   H9_file_41_(2013_05_24-13_11_04)_BK1MLX126128_GW2_016               GW2   0.36160
                H9_file_97_373_(2013_05_28-06_53_21)_BK1MLX126128_C4_004                C4   0.24955
                H9_file_97_988_(2013_05_29-18_11_46)_BK1MLX126128_C5_002                C5   0.20065
                H9_file_97_664_(2013_05_29-00_29_36)_BK1MLX126128_C3_002                C3   0.08325
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C3_002                C3   0.19195
               H9_file_97_684_(2013_05_29-04_36_10)_BK1MLX126128_GW2_007               GW2   0.46715
           H9_file_89_117_(2013_05_26-02_49_18)_BK1MLX126128_WHINE15_003           WHINE15   0.87360
                H9_file_93_4_(2013_05_26-10_05_18)_BK1MLX126128_GWHM_023              GWHM   0.45905
               H9_file_97_810_(2013_05_29-08_30_00)_BK1MLX126128_GW2_010               GW2   0.43845
                 H9_file_41_15_(2013_05_24-13_46_51)_BK1MLX126128_C3_004                C3   0.17635
               H9_file_97_921_(2013_05_29-14_32_43)_BK1MLX126128_GW2_002               GW2   0.55250
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C3_016                C3   0.16000
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C2_022                C2   0.10470
                H9_file_89_112_(2013_05_26-02_20_16)_BK1MLX126128_C3_004                C3   0.16400
               H9_file_97_732_(2013_05_29-06_41_33)_BK1MLX126128_GW2_003               GW2   0.24080
                H9_file_97_666_(2013_05_29-00_30_21)_BK1MLX126128_C4_010                C4   0.28855
                 H9_file_89_98_(2013_05_25-23_24_29)_BK1MLX126128_C5_004                C5   0.52975
           H9_file_89_115_(2013_05_26-02_48_12)_BK1MLX126128_WHINE10_003           WHINE10   0.96640
               H9_file_97_499_(2013_05_28-15_15_57)_BK1MLX126128_GW2_001               GW2   0.67230
                H9_file_97_906_(2013_05_29-13_58_36)_BK1MLX126128_C4_014                C4   0.09895
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C4_050                C4   0.13460
                 H9_file_91_14_(2013_05_26-08_53_26)_BK1MLX126128_Hw_004                Hw   0.31405
               H9_file_97_764_(2013_05_29-07_22_04)_BK1MLX126128_GW2_004               GW2   0.22400
                  H9_file_41_(2013_05_24-13_11_04)_BK1MLX126128_GWHS_167              GWHS   0.72665
                H9_file_97_416_(2013_05_28-10_06_42)_BK1MLX126128_C3_002                C3   0.10880
                H9_file_97_905_(2013_05_29-13_57_56)_BK1MLX126128_C3_028                C3   0.17920
                 H9_file_23_8_(2013_05_24-06_32_11)_BK1MLX126128_GW2_023               GW2   0.66585
                H9_file_97_373_(2013_05_28-06_53_21)_BK1MLX126128_C4_008                C4   0.60985
               H9_file_97_203_(2013_05_27-21_49_30)_BK1MLX126128_GW2_002               GW2   0.66565
                H9_file_89_161_(2013_05_26-06_12_44)_BK1MLX126128_C3_021                C3   0.13760
               H9_file_89_150_(2013_05_26-06_07_29)_BK1MLX126128_GW2_002               GW2   0.38660
               H9_file_97_567_(2013_05_28-17_51_58)_BK1MLX126128_GW2_005               GW2   0.23035
                 H9_file_93_4_(2013_05_26-10_05_18)_BK1MLX126128_GW3_018               GW3   0.52475
                H9_file_97_499_(2013_05_28-15_15_57)_BK1MLX126128_C3_006                C3   0.16640
                H9_file_97_681_(2013_05_29-03_09_51)_BK1MLX126128_C3_008                C3   0.16760
                    H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_C2_040                C2   0.04900
               H9_file_97_704_(2013_05_29-05_29_00)_BK1MLX126128_GW4_007               GW4   0.44485
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C6_019                C6   0.22085
                H9_file_89_233_(2013_05_26-07_49_40)_BK1MLX126128_C5_001                C5   0.25605
                  H9_file_33_4_(2013_05_24-08_56_32)_BK1MLX126128_Hw_014                Hw   0.25315
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C3_019                C3   0.15360
                H9_file_89_151_(2013_05_26-06_07_42)_BK1MLX126128_C5_014                C5   0.23015
                   H9_file_95_(2013_05_26-11_45_47)_BK1MLX126128_GW2_023               GW2   0.46885
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C4_051                C4   0.25000
               H9_file_97_463_(2013_05_28-14_09_56)_BK1MLX126128_GW2_002               GW2   0.33600
              H9_file_89_204_(2013_05_26-06_56_30)_BK1MLX126128_GwHL_021              GwHL   0.28435
            H9_file_89_115_(2013_05_26-02_48_12)_BK1MLX126128_WHINE9_002            WHINE9   0.78890
               H9_file_97_732_(2013_05_29-06_41_33)_BK1MLX126128_GW3_002               GW3   0.55815
                  H9_file_23_8_(2013_05_24-06_32_11)_BK1MLX126128_C6_038                C6   0.38835
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C3_035                C3   0.11020
                  H9_file_23_8_(2013_05_24-06_32_11)_BK1MLX126128_C4_031                C4   0.27520
                H9_file_97_369_(2013_05_28-06_40_23)_BK1MLX126128_C2_004                C2   0.11995
                 H9_file_91_15_(2013_05_26-08_53_54)_BK1MLX126128_C3_003                C3   0.27975
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C3_023                C3   0.10060
                H9_file_23_33_(2013_05_24-07_07_15)_BK1MLX126128_GW2_008               GW2   0.42875
               H9_file_97_913_(2013_05_29-14_01_48)_BK1MLX126128_GW5_010               GW5   0.97595
                   H9_file_95_(2013_05_26-11_45_47)_BK1MLX126128_GW4_032               GW4   0.82245
                H9_file_41_14_(2013_05_24-13_45_14)_BK1MLX126128_GW4_001               GW4   0.77025
                H9_file_89_148_(2013_05_26-06_05_51)_BK1MLX126128_C4_001                C4   0.17425
                   H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_GW2_020               GW2   0.44845
                   H9_file_96_(2013_05_26-12_05_32)_BK1MLX126128_GW4_006               GW4   0.70745
                H9_file_97_664_(2013_05_29-00_29_36)_BK1MLX126128_C3_003                C3   0.15675
                    H9_file_41_(2013_05_24-13_11_04)_BK1MLX126128_C3_116                C3   0.16440
                    H9_file_96_(2013_05_26-12_05_32)_BK1MLX126128_C3_073                C3   0.11555
           H9_file_89_116_(2013_05_26-02_48_59)_BK1MLX126128_WHINE11_002           WHINE11   0.90240
                H9_file_89_152_(2013_05_26-06_08_06)_BK1MLX126128_C2_002                C2   0.08005
                H9_file_97_620_(2013_05_28-19_39_48)_BK1MLX126128_C4_003                C4   0.19550
                H9_file_89_161_(2013_05_26-06_12_44)_BK1MLX126128_C5_011                C5   0.21585
                 H9_file_74_2_(2013_05_25-07_28_20)_BK1MLX126128_GW3_007               GW3   0.57985
               H9_file_97_497_(2013_05_28-15_13_56)_BK1MLX126128_GW3_003               GW3   0.91840
             H9_file_97_677_(2013_05_29-02_24_20)_BK1MLX126128_CHUKS_003             CHUKS   0.31950
           H9_file_89_119_(2013_05_26-02_49_59)_BK1MLX126128_WHINE21_002           WHINE21   0.47050
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C3_081                C3   0.27995
                H9_file_97_682_(2013_05_29-04_34_58)_BK1MLX126128_C4_003                C4   0.27205
                  H9_file_96_(2013_05_26-12_05_32)_BK1MLX126128_GWHS_077              GWHS   0.48955
                   H9_file_95_(2013_05_26-11_45_47)_BK1MLX126128_GW6_037               GW6   0.78475
                H9_file_97_392_(2013_05_28-07_37_36)_BK1MLX126128_C3_004                C3   0.27665
                H9_file_97_650_(2013_05_28-23_02_48)_BK1MLX126128_C3_005                C3   0.33065
                    H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_C2_037                C2   0.05085
                H9_file_60_2_(2013_05_24-22_12_08)_BK1MLX126128_GwHL_001              GwHL   0.24590
                 H9_file_23_33_(2013_05_24-07_07_15)_BK1MLX126128_Gw_003                Gw   0.06415
                    H9_file_28_(2013_05_24-07_33_37)_BK1MLX126128_C5_020                C5   0.23585
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C3_010                C3   0.07400
                H9_file_89_161_(2013_05_26-06_12_44)_BK1MLX126128_C4_020                C4   0.15995
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C2_073                C2   0.08150
               H9_file_89_204_(2013_05_26-06_56_30)_BK1MLX126128_GW3_017               GW3   0.76885
                H9_file_97_369_(2013_05_28-06_40_23)_BK1MLX126128_C3_003                C3   0.19485
                H9_file_89_103_(2013_05_26-00_13_01)_BK1MLX126128_C3_017                C3   0.14090
           H9_file_89_118_(2013_05_26-02_49_37)_BK1MLX126128_WHINE18_001           WHINE18   0.61640
              H9_file_97_884_(2013_05_29-13_31_09)_BK1MLX126128_GWHS_002              GWHS   0.44480
                H9_file_97_292_(2013_05_28-03_45_00)_BK1MLX126128_C4_006                C4   0.20040
                H9_file_23_34_(2013_05_24-07_07_26)_BK1MLX126128_GW5_005               GW5   0.81285
                H9_file_97_294_(2013_05_28-03_47_52)_BK1MLX126128_C3_003                C3   0.14085
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C3_006                C3   0.18245
                H9_file_97_666_(2013_05_29-00_30_21)_BK1MLX126128_C3_011                C3   0.33945
                    H9_file_96_(2013_05_26-12_05_32)_BK1MLX126128_C5_012                C5   0.35580
               H9_file_89_151_(2013_05_26-06_07_42)_BK1MLX126128_GW2_007               GW2   0.57440
                 H9_file_33_10_(2013_05_24-09_00_47)_BK1MLX126128_C3_028                C3   0.14400
                H9_file_97_445_(2013_05_28-13_06_43)_BK1MLX126128_C5_002                C5   0.33270
                H9_file_97_648_(2013_05_28-22_57_10)_BK1MLX126128_C3_001                C3   0.08125
                  H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_GWHS_038              GWHS   0.37325
                  H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_GWHS_030              GWHS   0.27195
                  H9_file_96_(2013_05_26-12_05_32)_BK1MLX126128_GWHL_010              GWHL   0.84800
                    H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_C3_047                C3   0.16960
                    H9_file_90_(2013_05_26-07_53_59)_BK1MLX126128_C3_003                C3   0.87360
               H9_file_60_45_(2013_05_25-05_37_09)_BK1MLX126128_GW10_002              GW10   0.93435
                H9_file_97_676_(2013_05_29-02_21_49)_BK1MLX126128_Hw_002                Hw   0.32325
                H9_file_89_161_(2013_05_26-06_12_44)_BK1MLX126128_C3_007                C3   0.13120
                H9_file_97_392_(2013_05_28-07_37_36)_BK1MLX126128_C3_003                C3   0.23240
              H9_file_97_60_(2013_05_27-17_03_00)_BK1MLX126128_GWB16_005             GWB16   0.47520
                  H9_file_41_5_(2013_05_24-13_36_08)_BK1MLX126128_C3_020                C3   0.19510
                H9_file_97_665_(2013_05_29-00_29_52)_BK1MLX126128_C3_013                C3   0.08270
                H9_file_97_219_(2013_05_27-23_20_57)_BK1MLX126128_C4_002                C4   0.24640
                H9_file_97_222_(2013_05_27-23_23_39)_BK1MLX126128_C2_022                C2   0.11870
             H9_file_97_684_(2013_05_29-04_36_10)_BK1MLX126128_GWB20_013             GWB20   0.33115
                H9_file_89_204_(2013_05_26-06_56_30)_BK1MLX126128_Gw_020                Gw   0.04815
                  H9_file_95_4_(2013_05_26-11_51_25)_BK1MLX126128_C3_002                C3   0.16315
                H9_file_97_329_(2013_05_28-05_51_23)_BK1MLX126128_C2_001                C2   0.15490
                H9_file_97_665_(2013_05_29-00_29_52)_BK1MLX126128_C3_005                C3   0.08000
                H9_file_23_10_(2013_05_24-06_34_52)_BK1MLX126128_GW6_009               GW6   0.90880
                 H9_file_23_9_(2013_05_24-06_33_57)_BK1MLX126128_GW2_002               GW2   0.56320
                    H9_file_95_(2013_05_26-11_45_47)_BK1MLX126128_C4_035                C4   0.18565
               H9_file_97_884_(2013_05_29-13_31_09)_BK1MLX126128_GW3_014               GW3   0.81920
                H9_file_60_64_(2013_05_25-06_19_28)_BK1MLX126128_GW2_001               GW2   0.74645
                   H9_file_41_(2013_05_24-13_11_04)_BK1MLX126128_GW4_095               GW4   0.74710
               H9_file_97_684_(2013_05_29-04_36_10)_BK1MLX126128_GW3_017               GW3   0.75490
              H9_file_97_496_(2013_05_28-15_13_15)_BK1MLX126128_HTC6_013              HTC6   0.38400
               H9_file_97_665_(2013_05_29-00_29_52)_BK1MLX126128_GW4_011               GW4   0.80060
                H9_file_89_161_(2013_05_26-06_12_44)_BK1MLX126128_C5_016                C5   0.56720
                H9_file_97_251_(2013_05_28-00_43_43)_BK1MLX126128_C5_030                C5   0.31360
                    H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_C3_030                C3   0.11055
                 H9_file_95_3_(2013_05_26-11_50_25)_BK1MLX126128_GW2_007               GW2   0.27765
                   H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_GW2_027               GW2   0.37500
                H9_file_97_913_(2013_05_29-14_01_48)_BK1MLX126128_C4_038                C4   0.31680
                H9_file_97_620_(2013_05_28-19_39_48)_BK1MLX126128_C5_012                C5   0.43685
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C2_004                C2   0.07515
               H9_file_97_468_(2013_05_28-14_18_16)_BK1MLX126128_GW3_001               GW3   0.72225
                    H9_file_41_(2013_05_24-13_11_04)_BK1MLX126128_C5_028                C5   0.19500
               H9_file_97_766_(2013_05_29-07_24_20)_BK1MLX126128_GW3_002               GW3   0.37435
                 H9_file_33_10_(2013_05_24-09_00_47)_BK1MLX126128_Hw_030                Hw   0.43100
                H9_file_97_913_(2013_05_29-14_01_48)_BK1MLX126128_C3_045                C3   0.17330
          H9_file_60_34_(2013_05_25-04_16_51)_BK1MLX126128 - Copy_C4_002                C4   0.36480
                 H9_file_89_55_(2013_05_25-19_05_55)_BK1MLX126128_C3_001                C3   0.41595
 H9_file_89_114_(2013_05_26-02_47_01)_BK1MLX126128_WHINE9(H9-89.114)_001  WHINE9(H9-89.114   0.62245
                H9_file_97_359_(2013_05_28-06_33_18)_BK1MLX126128_C4_002                C4   0.15415
                  H9_file_97_5_(2013_05_27-15_18_07)_BK1MLX126128_Hw_008                Hw   0.38745
                 H9_file_33_10_(2013_05_24-09_00_47)_BK1MLX126128_C2_025                C2   0.08920
             H9_file_97_677_(2013_05_29-02_24_20)_BK1MLX126128_CHUKS_005             CHUKS   0.39515
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C5_014                C5   0.33285
                H9_file_97_996_(2013_05_29-18_33_38)_BK1MLX126128_C4_012                C4   0.26885
                  H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_GWHS_050              GWHS   0.60610
                H9_file_97_392_(2013_05_28-07_37_36)_BK1MLX126128_C3_002                C3   0.09920
                    H9_file_91_(2013_05_26-08_29_37)_BK1MLX126128_C5_055                C5   0.49595
                    H9_file_96_(2013_05_26-12_05_32)_BK1MLX126128_C4_072                C4   0.18485
               H9_file_97_370_(2013_05_28-06_40_35)_BK1MLX126128_GW2_005               GW2   0.22075
                H9_file_89_151_(2013_05_26-06_07_42)_BK1MLX126128_C4_004                C4   0.22400
                H9_file_97_392_(2013_05_28-07_37_36)_BK1MLX126128_C4_009                C4   0.11615
                    H9_file_83_(2013_05_25-08_24_09)_BK1MLX126128_C3_046                C3   0.12935
               H9_file_97_625_(2013_05_28-19_52_19)_BK1MLX126128_GW3_005               GW3   0.66235
                 H9_file_23_8_(2013_05_24-06_32_11)_BK1MLX126128_GW2_032               GW2   0.40900
               H9_file_89_158_(2013_05_26-06_11_34)_BK1MLX126128_GW3_016               GW3   0.41455
               H9_file_97_463_(2013_05_28-14_09_56)_BK1MLX126128_GW5_003               GW5   0.57275
                 H9_file_41_5_(2013_05_24-13_36_08)_BK1MLX126128_GW2_010               GW2   0.36800
                  H9_file_23_8_(2013_05_24-06_32_11)_BK1MLX126128_C3_030                C3   0.11560
                    H9_file_95_(2013_05_26-11_45_47)_BK1MLX126128_C3_013                C3   0.10560
              H9_file_97_932_(2013_05_29-15_20_50)_BK1MLX126128_GW10_006              GW10   0.99840
             H9_file_97_684_(2013_05_29-04_36_10)_BK1MLX126128_GWB18_019             GWB18   0.32000
                 H9_file_23_10_(2013_05_24-06_34_52)_BK1MLX126128_C5_008                C5   0.24640
               H9_file_97_732_(2013_05_29-06_41_33)_BK1MLX126128_GW2_004               GW2   0.46085
                  H9_file_23_8_(2013_05_24-06_32_11)_BK1MLX126128_C5_037                C5   0.26280
                 H9_file_89_204_(2013_05_26-06_56_30)_BK1MLX126128_W_010                 W   0.39785
                   H9_file_85_(2013_05_25-09_44_50)_BK1MLX126128_GW2_047               GW2   0.62160
                  H9_file_23_8_(2013_05_24-06_32_11)_BK1MLX126128_C5_021                C5   0.66560
                H9_file_97_681_(2013_05_29-03_09_51)_BK1MLX126128_C4_009                C4   0.17980
